Region,MonthDate,HPIndex
Scotland,30/04/1995,98.44
Scotland,31/07/1995,98.0534
Scotland,31/10/1995,99.4152
Scotland,31/01/1996,101.6707
Scotland,30/04/1996,101.7862
Scotland,31/07/1996,100.1602
Scotland,31/10/1996,101.3473
Scotland,31/01/1997,101.4067
Scotland,30/04/1997,103.9522
Scotland,31/07/1997,107.9314
Scotland,31/10/1997,109.5388
Scotland,31/01/1998,110.7487
Scotland,30/04/1998,111.8424
Scotland,31/07/1998,116.44
Scotland,31/10/1998,113.0177
Scotland,31/01/1999,116.0219
Scotland,30/04/1999,117.1218
Scotland,31/07/1999,117.1755
Scotland,31/10/1999,118.2758
Scotland,31/01/2000,121.0511
Scotland,30/04/2000,123.4274
Scotland,31/07/2000,121.7752
Scotland,31/10/2000,123.8657
Scotland,31/01/2001,123.7959
Scotland,30/04/2001,123.4423
Scotland,31/07/2001,127.8035
Scotland,31/10/2001,129.9106
Scotland,31/01/2002,134.5569
Scotland,30/04/2002,138.5683
Scotland,31/07/2002,146.1965
Scotland,31/10/2002,151.0997
Scotland,31/01/2003,150.905
Scotland,30/04/2003,160.8029
Scotland,31/07/2003,166.5897
Scotland,31/10/2003,176.5708
Scotland,31/01/2004,187.075
Scotland,30/04/2004,199.6507
Scotland,31/07/2004,206.6758
Scotland,31/10/2004,208.7983
Scotland,31/01/2005,215.7995
Scotland,30/04/2005,220.2425
Scotland,31/07/2005,221.6528
Scotland,31/10/2005,228.1739
Scotland,31/01/2006,236.6657
Scotland,30/04/2006,243.9156
Scotland,31/07/2006,255.7063
Scotland,31/10/2006,264.2128
Scotland,31/01/2007,272.5522
Scotland,30/04/2007,279.954
Scotland,31/07/2007,287.4196
Scotland,31/10/2007,290.2337
Scotland,31/01/2008,289.968
Scotland,30/04/2008,281.719
Scotland,31/07/2008,267.4668
Scotland,31/10/2008,266.2301
Scotland,31/01/2009,253.5849
Scotland,30/04/2009,252.9431
Scotland,31/07/2009,265.3071
Scotland,31/10/2009,268.5296
Scotland,31/01/2010,267.8032
Scotland,30/04/2010,271.055
Scotland,31/07/2010,264.2394
Scotland,31/10/2010,262.6678
Scotland,31/01/2011,262.0047
Scotland,30/04/2011,262.2505
Scotland,31/07/2011,262.0471
Scotland,31/10/2011,260.4487
Scotland,31/01/2012,260.9825
Scotland,30/04/2012,256.4481
Scotland,31/07/2012,251.6875
Scotland,31/10/2012,251.6722
Scotland,31/01/2013,247.5465
Scotland,30/04/2013,254.0911
Scotland,31/07/2013,257.3165
Scotland,31/10/2013,260.8849
Scotland,31/01/2014,265.8621
Scotland,30/04/2014,268.7309
Scotland,31/07/2014,270.4936
Scotland,31/10/2014,271.733
Scotland,31/01/2015,269.0937
Scotland,30/04/2015,266.8635
Scotland,31/07/2015,266.5468
Scotland,31/10/2015,266.3553
Scotland,31/01/2016,268.5375
Scotland,30/04/2016,268.8027
Scotland,31/07/2016,271.6247
Scotland,31/10/2016,272.0738
Scotland,31/01/2017,276.5147
Scotland,30/04/2017,273.6353
Scotland,31/07/2017,276.58
Scotland,31/10/2017,278.9449
Scotland,31/01/2018,277.3387
Scotland,30/04/2018,282.1975
Scotland,31/07/2018,282.4156
Scotland,31/10/2018,281.1544
Scotland,31/01/2019,284.4812
Scotland,30/04/2019,283.1593
Scotland,31/07/2019,284.7589
Scotland,31/10/2019,288.8573
Scotland,31/01/2020,286.9657
Scotland,30/04/2020,294.257
South West,31/10/1973,17.8091
South West,31/01/1974,18.3994
South West,30/04/1974,18.6783
South West,31/07/1974,19.153
South West,31/10/1974,19.6467
South West,31/01/1975,19.9247
South West,30/04/1975,20.3456
South West,31/07/1975,20.4945
South West,31/10/1975,21.0118
South West,31/01/1976,21.2803
South West,30/04/1976,21.5387
South West,31/07/1976,21.9008
South West,31/10/1976,22.1268
South West,31/01/1977,22.5786
South West,30/04/1977,23.0296
South West,31/07/1977,23.2064
South West,31/10/1977,23.7033
South West,31/01/1978,24.9002
South West,30/04/1978,26.3273
South West,31/07/1978,28.5899
South West,31/10/1978,30.6062
South West,31/01/1979,32.4704
South West,30/04/1979,34.8447
South West,31/07/1979,37.3059
South West,31/10/1979,41.3075
South West,31/01/1980,42.2111
South West,30/04/1980,42.9181
South West,31/07/1980,43.5196
South West,31/10/1980,44.1822
South West,31/01/1981,44.5946
South West,30/04/1981,45.2821
South West,31/07/1981,44.899
South West,31/10/1981,44.4287
South West,31/01/1982,44.8972
South West,30/04/1982,45.7845
South West,31/07/1982,46.6006
South West,31/10/1982,47.6344
South West,31/01/1983,50.0588
South West,30/04/1983,52.0842
South West,31/07/1983,53.7197
South West,31/10/1983,55.6003
South West,31/01/1984,57.3891
South West,30/04/1984,58.3658
South West,31/07/1984,59.8933
South West,31/10/1984,63.1945
South West,31/01/1985,64.5827
South West,30/04/1985,65.6877
South West,31/07/1985,66.9535
South West,31/10/1985,69.021
South West,31/01/1986,71.1505
South West,30/04/1986,73.4373
South West,31/07/1986,75.6301
South West,31/10/1986,79.2954
South West,31/01/1987,82.9974
South West,30/04/1987,86.5873
South West,31/07/1987,89.2782
South West,31/10/1987,92.5409
South West,31/01/1988,99.7932
South West,30/04/1988,111.3901
South West,31/07/1988,126.6507
South West,31/10/1988,134.0548
South West,31/01/1989,134.183
South West,30/04/1989,135.2833
South West,31/07/1989,130.8851
South West,31/10/1989,126.922
South West,31/01/1990,123.4887
South West,30/04/1990,120.4429
South West,31/07/1990,118.4496
South West,31/10/1990,114.1763
South West,31/01/1991,112.6642
South West,30/04/1991,110.8122
South West,31/07/1991,110.3843
South West,31/10/1991,109.7718
South West,31/01/1992,105.8364
South West,30/04/1992,103.5344
South West,31/07/1992,102.3002
South West,31/10/1992,98.7996
South West,31/01/1993,101.1051
South West,30/04/1993,102.7325
South West,31/07/1993,100.8378
South West,31/10/1993,101.2589
South West,31/01/1994,103.9271
South West,30/04/1994,101.0377
South West,31/07/1994,102.3546
South West,31/10/1994,105.0009
South West,31/01/1995,105.1195
South West,30/04/1995,105.9845
South West,31/07/1995,104.4195
South West,31/10/1995,103.8028
South West,31/01/1996,105.7812
South West,30/04/1996,105.7425
South West,31/07/1996,109.1914
South West,31/10/1996,111.6609
South West,31/01/1997,112.8124
South West,30/04/1997,115.3593
South West,31/07/1997,117.8559
South West,31/10/1997,121.2242
South West,31/01/1998,123.6962
South West,30/04/1998,126.4089
South West,31/07/1998,130.0118
South West,31/10/1998,131.3217
South West,31/01/1999,133.2394
South West,30/04/1999,138.4473
South West,31/07/1999,142.6352
South West,31/10/1999,151.4357
South West,31/01/2000,160.3721
South West,30/04/2000,165.464
South West,31/07/2000,167.7805
South West,31/10/2000,165.9702
South West,31/01/2001,174.977
South West,30/04/2001,180.9309
South West,31/07/2001,187.6065
South West,31/10/2001,194.7588
South West,31/01/2002,205.806
South West,30/04/2002,219.8032
South West,31/07/2002,239.0328
South West,31/10/2002,254.692
South West,31/01/2003,262.7357
South West,30/04/2003,267.7611
South West,31/07/2003,273.6414
South West,31/10/2003,286.5009
South West,31/01/2004,297.8477
South West,30/04/2004,312.974
South West,31/07/2004,324.1922
South West,31/10/2004,323.484
South West,31/01/2005,322.667
South West,30/04/2005,327.9709
South West,31/07/2005,325.95
South West,31/10/2005,330.8882
South West,31/01/2006,337.8914
South West,30/04/2006,339.3866
South West,31/07/2006,344.3765
South West,31/10/2006,354.4883
South West,31/01/2007,366.2599
South West,30/04/2007,370.6983
South West,31/07/2007,376.6086
South West,31/10/2007,377.4693
South West,31/01/2008,367.7218
South West,30/04/2008,359.1567
South West,31/07/2008,333.0089
South West,31/10/2008,321.4021
South West,31/01/2009,313.6579
South West,30/04/2009,311.5448
South West,31/07/2009,327.2122
South West,31/10/2009,334.0635
South West,31/01/2010,341.9981
South West,30/04/2010,350.2486
South West,31/07/2010,347.7395
South West,31/10/2010,341.2062
South West,31/01/2011,340.8395
South West,30/04/2011,342.4782
South West,31/07/2011,345.0229
South West,31/10/2011,343.3976
South West,31/01/2012,342.1817
South West,30/04/2012,342.3629
South West,31/07/2012,342.142
South West,31/10/2012,343.8271
South West,31/01/2013,346.4061
South West,30/04/2013,347.3518
South West,31/07/2013,351.8442
South West,31/10/2013,363.3766
South West,31/01/2014,371.7293
South West,30/04/2014,381.7014
South West,31/07/2014,384.5489
South West,31/10/2014,392.4628
South West,31/01/2015,392.391
South West,30/04/2015,396.6517
South West,31/07/2015,404.2294
South West,31/10/2015,407.4356
South West,31/01/2016,414.7081
South West,30/04/2016,419.3292
South West,31/07/2016,422.7954
South West,31/10/2016,425.3911
South West,31/01/2017,436.9074
South West,30/04/2017,438.2433
South West,31/07/2017,442.8838
South West,31/10/2017,445.5273
South West,31/01/2018,449.3927
South West,30/04/2018,448.9697
South West,31/07/2018,451.4368
South West,31/10/2018,453.8905
South West,31/01/2019,451.9799
South West,30/04/2019,453.9232
South West,31/07/2019,453.8155
South West,31/10/2019,460.7294
South West,31/01/2020,459.022
South West,30/04/2020,464.41
UK,31/10/1973,19.5132
UK,31/01/1974,19.8425
UK,30/04/1974,19.983
UK,31/07/1974,20.1933
UK,31/10/1974,20.3963
UK,31/01/1975,20.7623
UK,30/04/1975,21.3837
UK,31/07/1975,21.8373
UK,31/10/1975,22.5541
UK,31/01/1976,23.0308
UK,30/04/1976,23.3988
UK,31/07/1976,23.8615
UK,31/10/1976,24.39
UK,31/01/1977,24.8202
UK,30/04/1977,25.2981
UK,31/07/1977,25.7828
UK,31/10/1977,26.268
UK,31/01/1978,27.6558
UK,30/04/1978,28.8827
UK,31/07/1978,31.6178
UK,31/10/1978,33.6216
UK,31/01/1979,35.6108
UK,30/04/1979,37.998
UK,31/07/1979,40.7036
UK,31/10/1979,43.9246
UK,31/01/1980,45.3986
UK,30/04/1980,46.4591
UK,31/07/1980,46.9646
UK,31/10/1980,47.0156
UK,31/01/1981,47.5074
UK,30/04/1981,47.9012
UK,31/07/1981,48.1052
UK,31/10/1981,47.6343
UK,31/01/1982,48.4053
UK,30/04/1982,49.0158
UK,31/07/1982,49.6793
UK,31/10/1982,51.2002
UK,31/01/1983,52.6881
UK,30/04/1983,54.3702
UK,31/07/1983,56.0782
UK,31/10/1983,57.2431
UK,31/01/1984,59.4965
UK,30/04/1984,61.2106
UK,31/07/1984,62.18
UK,31/10/1984,65.0068
UK,31/01/1985,66.6894
UK,30/04/1985,67.8505
UK,31/07/1985,68.9612
UK,31/10/1985,70.721
UK,31/01/1986,71.7575
UK,30/04/1986,73.4924
UK,31/07/1986,75.896
UK,31/10/1986,78.9878
UK,31/01/1987,82.4733
UK,30/04/1987,85.316
UK,31/07/1987,88.0148
UK,31/10/1987,88.5526
UK,31/01/1988,91.0825
UK,30/04/1988,97.0405
UK,31/07/1988,107.5088
UK,31/10/1988,114.444
UK,31/01/1989,120.3518
UK,30/04/1989,123.3207
UK,31/07/1989,124.0305
UK,31/10/1989,123.1984
UK,31/01/1990,120.4487
UK,30/04/1990,116.7104
UK,31/07/1990,113.0633
UK,31/10/1990,110.2018
UK,31/01/1991,110.2016
UK,30/04/1991,109.5812
UK,31/07/1991,108.4515
UK,31/10/1991,107.7426
UK,31/01/1992,105.3365
UK,30/04/1992,104.1001
UK,31/07/1992,103.2867
UK,31/10/1992,100.7512
UK,31/01/1993,101.1073
UK,30/04/1993,102.6851
UK,31/07/1993,102.3933
UK,31/10/1993,102.4083
UK,31/01/1994,103.4758
UK,30/04/1994,101.6638
UK,31/07/1994,102.4679
UK,31/10/1994,104.3868
UK,31/01/1995,102.931
UK,30/04/1995,102.3221
UK,31/07/1995,101.739
UK,31/10/1995,101.9026
UK,31/01/1996,103.4638
UK,30/04/1996,105.169
UK,31/07/1996,107.0667
UK,31/10/1996,110.3625
UK,31/01/1997,112.3512
UK,30/04/1997,115.8646
UK,31/07/1997,120.4095
UK,31/10/1997,123.7758
UK,31/01/1998,126.5675
UK,30/04/1998,129.3914
UK,31/07/1998,131.453
UK,31/10/1998,132.9069
UK,31/01/1999,135.7171
UK,30/04/1999,138.8813
UK,31/07/1999,143.2406
UK,31/10/1999,149.6988
UK,31/01/2000,156.2843
UK,30/04/2000,161.0693
UK,31/07/2000,160.1297
UK,31/10/2000,163.7482
UK,31/01/2001,169.0258
UK,30/04/2001,173.7792
UK,31/07/2001,180.0653
UK,31/10/2001,185.5947
UK,31/01/2002,192.1151
UK,30/04/2002,205.1468
UK,31/07/2002,219.1383
UK,31/10/2002,232.4757
UK,31/01/2003,241.8641
UK,30/04/2003,248.3568
UK,31/07/2003,256.631
UK,31/10/2003,268.4507
UK,31/01/2004,280.3764
UK,30/04/2004,293.9468
UK,31/07/2004,303.8451
UK,31/10/2004,305.5392
UK,31/01/2005,307.9783
UK,30/04/2005,311.8051
UK,31/07/2005,312.3754
UK,31/10/2005,315.2032
UK,31/01/2006,323.0355
UK,30/04/2006,326.833
UK,31/07/2006,334.045
UK,31/10/2006,344.2776
UK,31/01/2007,353.8541
UK,30/04/2007,360.1301
UK,31/07/2007,365.1418
UK,31/10/2007,367.7587
UK,31/01/2008,361.8783
UK,30/04/2008,345.6684
UK,31/07/2008,327.4632
UK,31/10/2008,313.3865
UK,31/01/2009,302.3601
UK,30/04/2009,305.0364
UK,31/07/2009,317.3397
UK,31/10/2009,323.9998
UK,31/01/2010,329.2519
UK,30/04/2010,333.8336
UK,31/07/2010,331.4992
UK,31/10/2010,325.8994
UK,31/01/2011,328.245
UK,30/04/2011,329.7322
UK,31/07/2011,330.1008
UK,31/10/2011,329.7102
UK,31/01/2012,328.7659
UK,30/04/2012,326.0429
UK,31/07/2012,324.9957
UK,31/10/2012,326.0676
UK,31/01/2013,329.122
UK,30/04/2013,330.7085
UK,31/07/2013,339.1295
UK,31/10/2013,349.1078
UK,31/01/2014,359.1771
UK,30/04/2014,369.0331
UK,31/07/2014,374.7351
UK,31/10/2014,378.186
UK,31/01/2015,379.8808
UK,30/04/2015,384.6583
UK,31/07/2015,388.4423
UK,31/10/2015,394.2742
UK,31/01/2016,399.6916
UK,30/04/2016,404.8088
UK,31/07/2016,409.4384
UK,31/10/2016,412.11
UK,31/01/2017,415.6273
UK,30/04/2017,416.5195
UK,31/07/2017,419.9634
UK,31/10/2017,423.1942
UK,31/01/2018,425.586
UK,30/04/2018,425.8944
UK,31/07/2018,428.7906
UK,31/10/2018,428.7619
UK,31/01/2019,427.1368
UK,30/04/2019,428.6353
UK,31/07/2019,430.253
UK,31/10/2019,432.2927
UK,31/01/2020,437.5197
UK,30/04/2020,436.9948
Wales,31/10/1973,18.4904
Wales,31/01/1974,19.0865
Wales,30/04/1974,19.4113
Wales,31/07/1974,19.7197
Wales,31/10/1974,20.1851
Wales,31/01/1975,20.3737
Wales,30/04/1975,20.9156
Wales,31/07/1975,21.2473
Wales,31/10/1975,21.9673
Wales,31/01/1976,22.7227
Wales,30/04/1976,23.2656
Wales,31/07/1976,23.5404
Wales,31/10/1976,24.0529
Wales,31/01/1977,24.4468
Wales,30/04/1977,24.7631
Wales,31/07/1977,25.3712
Wales,31/10/1977,25.5723
Wales,31/01/1978,26.8241
Wales,30/04/1978,27.7952
Wales,31/07/1978,30.4908
Wales,31/10/1978,32.093
Wales,31/01/1979,34.156
Wales,30/04/1979,36.9162
Wales,31/07/1979,39.4373
Wales,31/10/1979,42.4296
Wales,31/01/1980,43.0628
Wales,30/04/1980,44.3684
Wales,31/07/1980,44.0829
Wales,31/10/1980,44.7731
Wales,31/01/1981,45.3201
Wales,30/04/1981,44.5002
Wales,31/07/1981,44.8062
Wales,31/10/1981,44.194
Wales,31/01/1982,46.0154
Wales,30/04/1982,45.8245
Wales,31/07/1982,47.4883
Wales,31/10/1982,48.6979
Wales,31/01/1983,49.4743
Wales,30/04/1983,51.0763
Wales,31/07/1983,51.8845
Wales,31/10/1983,52.636
Wales,31/01/1984,54.6386
Wales,30/04/1984,56.4647
Wales,31/07/1984,57.6139
Wales,31/10/1984,58.5299
Wales,31/01/1985,59.6318
Wales,30/04/1985,60.5535
Wales,31/07/1985,60.7866
Wales,31/10/1985,62.5446
Wales,31/01/1986,62.7646
Wales,30/04/1986,63.1971
Wales,31/07/1986,64.5054
Wales,31/10/1986,66.4945
Wales,31/01/1987,67.1284
Wales,30/04/1987,68.9476
Wales,31/07/1987,69.4786
Wales,31/10/1987,67.4049
Wales,31/01/1988,70.212
Wales,30/04/1988,72.9735
Wales,31/07/1988,83.2125
Wales,31/10/1988,96.1552
Wales,31/01/1989,104.8562
Wales,30/04/1989,110.8481
Wales,31/07/1989,112.0886
Wales,31/10/1989,111.9498
Wales,31/01/1990,112.4615
Wales,30/04/1990,108.3854
Wales,31/07/1990,103.4964
Wales,31/10/1990,100.1636
Wales,31/01/1991,100.9001
Wales,30/04/1991,102.9046
Wales,31/07/1991,103.4737
Wales,31/10/1991,103.4828
Wales,31/01/1992,100.6828
Wales,30/04/1992,101.4264
Wales,31/07/1992,103.2517
Wales,31/10/1992,100.6505
Wales,31/01/1993,100.7506
Wales,30/04/1993,100.3039
Wales,31/07/1993,97.7951
Wales,31/10/1993,97.9978
Wales,31/01/1994,100.754
Wales,30/04/1994,95.8659
Wales,31/07/1994,96.8754
Wales,31/10/1994,98.8599
Wales,31/01/1995,94.9686
Wales,30/04/1995,100.3094
Wales,31/07/1995,95.7412
Wales,31/10/1995,97.8732
Wales,31/01/1996,94.3896
Wales,30/04/1996,97.3581
Wales,31/07/1996,100.4487
Wales,31/10/1996,99.0354
Wales,31/01/1997,102.5367
Wales,30/04/1997,104.0739
Wales,31/07/1997,105.2539
Wales,31/10/1997,105.8211
Wales,31/01/1998,106.8021
Wales,30/04/1998,106.5125
Wales,31/07/1998,110.9905
Wales,31/10/1998,110.4875
Wales,31/01/1999,112.5217
Wales,30/04/1999,114.0633
Wales,31/07/1999,114.3967
Wales,31/10/1999,120.0075
Wales,31/01/2000,123.2051
Wales,30/04/2000,124.3923
Wales,31/07/2000,124.9819
Wales,31/10/2000,126.55
Wales,31/01/2001,131.4158
Wales,30/04/2001,134.1127
Wales,31/07/2001,136.9457
Wales,31/10/2001,141.5918
Wales,31/01/2002,145.1913
Wales,30/04/2002,155.3186
Wales,31/07/2002,165.8358
Wales,31/10/2002,180.6381
Wales,31/01/2003,181.6668
Wales,30/04/2003,198.0719
Wales,31/07/2003,208.7676
Wales,31/10/2003,227.8599
Wales,31/01/2004,247.8214
Wales,30/04/2004,263.4987
Wales,31/07/2004,278.8248
Wales,31/10/2004,283.3379
Wales,31/01/2005,284.0385
Wales,30/04/2005,283.4017
Wales,31/07/2005,286.9653
Wales,31/10/2005,282.8578
Wales,31/01/2006,292.7234
Wales,30/04/2006,297.0693
Wales,31/07/2006,300.1025
Wales,31/10/2006,307.798
Wales,31/01/2007,310.9188
Wales,30/04/2007,319.0001
Wales,31/07/2007,316.0679
Wales,31/10/2007,320.8736
Wales,31/01/2008,314.8863
Wales,30/04/2008,294.1191
Wales,31/07/2008,286.7784
Wales,31/10/2008,282.0917
Wales,31/01/2009,258.4055
Wales,30/04/2009,275.5826
Wales,31/07/2009,276.0872
Wales,31/10/2009,281.4631
Wales,31/01/2010,286.7657
Wales,30/04/2010,287.9096
Wales,31/07/2010,283.6491
Wales,31/10/2010,276.3675
Wales,31/01/2011,279.9986
Wales,30/04/2011,284.7712
Wales,31/07/2011,283.9026
Wales,31/10/2011,280.6323
Wales,31/01/2012,272.4565
Wales,30/04/2012,269.1816
Wales,31/07/2012,270.735
Wales,31/10/2012,272.8492
Wales,31/01/2013,279.6212
Wales,30/04/2013,272.3955
Wales,31/07/2013,280.5323
Wales,31/10/2013,289.4317
Wales,31/01/2014,294.3126
Wales,30/04/2014,297.7406
Wales,31/07/2014,294.7948
Wales,31/10/2014,293.2774
Wales,31/01/2015,292.5081
Wales,30/04/2015,295.672
Wales,31/07/2015,300.6257
Wales,31/10/2015,295.2929
Wales,31/01/2016,297.0361
Wales,30/04/2016,298.4664
Wales,31/07/2016,299.5095
Wales,31/10/2016,302.4805
Wales,31/01/2017,299.9045
Wales,30/04/2017,302.9074
Wales,31/07/2017,307.7896
Wales,31/10/2017,312.435
Wales,31/01/2018,317.4944
Wales,30/04/2018,315.2429
Wales,31/07/2018,318.4106
Wales,31/10/2018,324.9136
Wales,31/01/2019,319.4871
Wales,30/04/2019,328.6064
Wales,31/07/2019,328.0986
Wales,31/10/2019,329.8964
Wales,31/01/2020,339.5058
Wales,30/04/2020,332.0676
West Midlands,31/10/1973,18.1118
West Midlands,31/01/1974,18.5837
West Midlands,30/04/1974,18.6887
West Midlands,31/07/1974,18.6611
West Midlands,31/10/1974,18.9701
West Midlands,31/01/1975,19.453
West Midlands,30/04/1975,19.8966
West Midlands,31/07/1975,20.0777
West Midlands,31/10/1975,20.8811
West Midlands,31/01/1976,19.1962
West Midlands,30/04/1976,21.4455
West Midlands,31/07/1976,21.5156
West Midlands,31/10/1976,22.2621
West Midlands,31/01/1977,22.6133
West Midlands,30/04/1977,23.32
West Midlands,31/07/1977,23.5843
West Midlands,31/10/1977,23.9086
West Midlands,31/01/1978,25.3188
West Midlands,30/04/1978,26.0943
West Midlands,31/07/1978,28.534
West Midlands,31/10/1978,30.7527
West Midlands,31/01/1979,32.2406
West Midlands,30/04/1979,33.7793
West Midlands,31/07/1979,36.2929
West Midlands,31/10/1979,39.0896
West Midlands,31/01/1980,40.3621
West Midlands,30/04/1980,41.5465
West Midlands,31/07/1980,41.5191
West Midlands,31/10/1980,41.4083
West Midlands,31/01/1981,41.988
West Midlands,30/04/1981,42.6184
West Midlands,31/07/1981,42.3075
West Midlands,31/10/1981,41.6011
West Midlands,31/01/1982,41.3982
West Midlands,30/04/1982,42.1355
West Midlands,31/07/1982,42.3905
West Midlands,31/10/1982,43.6687
West Midlands,31/01/1983,45.3989
West Midlands,30/04/1983,45.948
West Midlands,31/07/1983,47.2062
West Midlands,31/10/1983,48.0003
West Midlands,31/01/1984,49.5887
West Midlands,30/04/1984,50.8838
West Midlands,31/07/1984,51.1784
West Midlands,31/10/1984,53.8417
West Midlands,31/01/1985,55.4529
West Midlands,30/04/1985,55.68
West Midlands,31/07/1985,56.3276
West Midlands,31/10/1985,57.134
West Midlands,31/01/1986,57.1867
West Midlands,30/04/1986,57.9714
West Midlands,31/07/1986,58.5774
West Midlands,31/10/1986,61.3
West Midlands,31/01/1987,64.3417
West Midlands,30/04/1987,67.1717
West Midlands,31/07/1987,69.521
West Midlands,31/10/1987,70.8288
West Midlands,31/01/1988,74.6082
West Midlands,30/04/1988,83.541
West Midlands,31/07/1988,97.6822
West Midlands,31/10/1988,105.496
West Midlands,31/01/1989,110.7638
West Midlands,30/04/1989,112.8279
West Midlands,31/07/1989,116.0083
West Midlands,31/10/1989,115.9806
West Midlands,31/01/1990,117.5921
West Midlands,30/04/1990,114.5469
West Midlands,31/07/1990,110.7543
West Midlands,31/10/1990,110.971
West Midlands,31/01/1991,109.6305
West Midlands,30/04/1991,111.2612
West Midlands,31/07/1991,110.3668
West Midlands,31/10/1991,108.979
West Midlands,31/01/1992,108.9375
West Midlands,30/04/1992,107.3874
West Midlands,31/07/1992,105.157
West Midlands,31/10/1992,102.0976
West Midlands,31/01/1993,101.6033
West Midlands,30/04/1993,104.2511
West Midlands,31/07/1993,101.5381
West Midlands,31/10/1993,101.921
West Midlands,31/01/1994,99.6263
West Midlands,30/04/1994,99.0797
West Midlands,31/07/1994,100.2265
West Midlands,31/10/1994,101.2157
West Midlands,31/01/1995,102.2253
West Midlands,30/04/1995,102.2002
West Midlands,31/07/1995,101.3349
West Midlands,31/10/1995,101.7709
West Midlands,31/01/1996,104.5061
West Midlands,30/04/1996,102.4065
West Midlands,31/07/1996,107.0801
West Midlands,31/10/1996,109.7258
West Midlands,31/01/1997,111.2843
West Midlands,30/04/1997,113.9447
West Midlands,31/07/1997,115.6083
West Midlands,31/10/1997,117.1756
West Midlands,31/01/1998,119.8542
West Midlands,30/04/1998,119.3723
West Midlands,31/07/1998,121.3327
West Midlands,31/10/1998,123.5203
West Midlands,31/01/1999,125.1242
West Midlands,30/04/1999,127.8553
West Midlands,31/07/1999,130.4663
West Midlands,31/10/1999,134.433
West Midlands,31/01/2000,137.7397
West Midlands,30/04/2000,142.7425
West Midlands,31/07/2000,145.7266
West Midlands,31/10/2000,146.9657
West Midlands,31/01/2001,152.6899
West Midlands,30/04/2001,156.5498
West Midlands,31/07/2001,161.5386
West Midlands,31/10/2001,165.7422
West Midlands,31/01/2002,174.9449
West Midlands,30/04/2002,184.7126
West Midlands,31/07/2002,198.2797
West Midlands,31/10/2002,215.8099
West Midlands,31/01/2003,226.1544
West Midlands,30/04/2003,229.0765
West Midlands,31/07/2003,240.6662
West Midlands,31/10/2003,252.4667
West Midlands,31/01/2004,260.2262
West Midlands,30/04/2004,275.3425
West Midlands,31/07/2004,285.9708
West Midlands,31/10/2004,285.8385
West Midlands,31/01/2005,288.9721
West Midlands,30/04/2005,291.7239
West Midlands,31/07/2005,289.6159
West Midlands,31/10/2005,288.2569
West Midlands,31/01/2006,295.8575
West Midlands,30/04/2006,296.8945
West Midlands,31/07/2006,299.6223
West Midlands,31/10/2006,304.7723
West Midlands,31/01/2007,310.2085
West Midlands,30/04/2007,314.4586
West Midlands,31/07/2007,313.3972
West Midlands,31/10/2007,317.8904
West Midlands,31/01/2008,311.1324
West Midlands,30/04/2008,298.4176
West Midlands,31/07/2008,284.8931
West Midlands,31/10/2008,272.9061
West Midlands,31/01/2009,264.0095
West Midlands,30/04/2009,264.0958
West Midlands,31/07/2009,271.4223
West Midlands,31/10/2009,278.3406
West Midlands,31/01/2010,281.8117
West Midlands,30/04/2010,286.9656
West Midlands,31/07/2010,284.3688
West Midlands,31/10/2010,279.9535
West Midlands,31/01/2011,280.1737
West Midlands,30/04/2011,278.9585
West Midlands,31/07/2011,280.3109
West Midlands,31/10/2011,280.7829
West Midlands,31/01/2012,279.8873
West Midlands,30/04/2012,280.6708
West Midlands,31/07/2012,278.1966
West Midlands,31/10/2012,278.5359
West Midlands,31/01/2013,281.2499
West Midlands,30/04/2013,282.674
West Midlands,31/07/2013,287.3255
West Midlands,31/10/2013,295.9019
West Midlands,31/01/2014,300.145
West Midlands,30/04/2014,305.7865
West Midlands,31/07/2014,312.2514
West Midlands,31/10/2014,316.1773
West Midlands,31/01/2015,314.0653
West Midlands,30/04/2015,316.1526
West Midlands,31/07/2015,318.2126
West Midlands,31/10/2015,321.5392
West Midlands,31/01/2016,326.4961
West Midlands,30/04/2016,332.32
West Midlands,31/07/2016,332.9817
West Midlands,31/10/2016,335.0538
West Midlands,31/01/2017,340.7151
West Midlands,30/04/2017,344.3495
West Midlands,31/07/2017,348.4708
West Midlands,31/10/2017,352.9473
West Midlands,31/01/2018,356.7654
West Midlands,30/04/2018,359.2741
West Midlands,31/07/2018,363.0897
West Midlands,31/10/2018,363.3427
West Midlands,31/01/2019,365.0875
West Midlands,30/04/2019,368.8762
West Midlands,31/07/2019,370.7163
West Midlands,31/10/2019,373.0466
West Midlands,31/01/2020,374.1329
West Midlands,30/04/2020,371.138
Yorkshire & Humberside,31/10/1973,19.3678
Yorkshire & Humberside,31/01/1974,19.6941
Yorkshire & Humberside,30/04/1974,20.0129
Yorkshire & Humberside,31/07/1974,20.4178
Yorkshire & Humberside,31/10/1974,20.5497
Yorkshire & Humberside,31/01/1975,21.0688
Yorkshire & Humberside,30/04/1975,22.1352
Yorkshire & Humberside,31/07/1975,22.5609
Yorkshire & Humberside,31/10/1975,23.3239
Yorkshire & Humberside,31/01/1976,23.9978
Yorkshire & Humberside,30/04/1976,24.4723
Yorkshire & Humberside,31/07/1976,25.0286
Yorkshire & Humberside,31/10/1976,25.6844
Yorkshire & Humberside,31/01/1977,26.196
Yorkshire & Humberside,30/04/1977,26.7341
