Region,MonthDate,HPIndex
North West,31/01/1998,109.3937
North West,30/04/1998,110.5588
North West,31/07/1998,111.4437
North West,31/10/1998,111.4075
North West,31/01/1999,114.6061
North West,30/04/1999,116.2564
North West,31/07/1999,118.2293
North West,31/10/1999,121.5857
North West,31/01/2000,122.844
North West,30/04/2000,127.0644
North West,31/07/2000,124.1882
North West,31/10/2000,126.6656
North West,31/01/2001,132.2425
North West,30/04/2001,134.0216
North West,31/07/2001,141.3779
North West,31/10/2001,145.5158
North West,31/01/2002,149.1293
North West,30/04/2002,159.2509
North West,31/07/2002,168.9309
North West,31/10/2002,179.4565
North West,31/01/2003,187.7383
North West,30/04/2003,198.0492
North West,31/07/2003,208.7278
North West,31/10/2003,219.6047
North West,31/01/2004,239.111
North West,30/04/2004,254.1692
North West,31/07/2004,267.0921
North West,31/10/2004,273.3577
North West,31/01/2005,274.7858
North West,30/04/2005,277.5157
North West,31/07/2005,280.2469
North West,31/10/2005,281.3689
North West,31/01/2006,288.6155
North West,30/04/2006,288.8539
North West,31/07/2006,290.3645
North West,31/10/2006,298.1948
North West,31/01/2007,301.6639
North West,30/04/2007,305.8385
North West,31/07/2007,305.5684
North West,31/10/2007,308.1032
North West,31/01/2008,301.3521
North West,30/04/2008,289.4557
North West,31/07/2008,277.7156
North West,31/10/2008,263.5876
North West,31/01/2009,255.3275
North West,30/04/2009,253.7192
North West,31/07/2009,265.0472
North West,31/10/2009,270.9724
North West,31/01/2010,267.7986
North West,30/04/2010,272.8235
North West,31/07/2010,269.6083
North West,31/10/2010,265.9803
North West,31/01/2011,268.8756
North West,30/04/2011,270.6958
North West,31/07/2011,263.1855
North West,31/10/2011,262.8373
North West,31/01/2012,262.7565
North West,30/04/2012,259.4369
North West,31/07/2012,258.1245
North West,31/10/2012,258.5202
North West,31/01/2013,258.0793
North West,30/04/2013,260.1485
North West,31/07/2013,266.3995
North West,31/10/2013,271.3474
North West,31/01/2014,275.9836
North West,30/04/2014,278.6674
North West,31/07/2014,282.5033
North West,31/10/2014,281.403
North West,31/01/2015,281.7828
North West,30/04/2015,282.7128
North West,31/07/2015,280.5209
North West,31/10/2015,283.1429
North West,31/01/2016,283.2517
North West,30/04/2016,287.8729
North West,31/07/2016,292.4414
North West,31/10/2016,293.6233
North West,31/01/2017,297.0844
North West,30/04/2017,299.9439
North West,31/07/2017,300.5546
North West,31/10/2017,305.4995
North West,31/01/2018,305.9866
North West,30/04/2018,309.1926
North West,31/07/2018,313.0052
North West,31/10/2018,312.364
North West,31/01/2019,314.4644
North West,30/04/2019,313.3059
North West,31/07/2019,320.7297
North West,31/10/2019,318.0726
North West,31/01/2020,327.1212
North West,30/04/2020,328.5532
Northern Ireland,31/10/1973,22.8524
Northern Ireland,31/01/1974,24.456
Northern Ireland,30/04/1974,24.5195
Northern Ireland,31/07/1974,25.0899
Northern Ireland,31/10/1974,26.1887
Northern Ireland,31/01/1975,27.1098
Northern Ireland,30/04/1975,28.5457
Northern Ireland,31/07/1975,30.4442
Northern Ireland,31/10/1975,33.2601
Northern Ireland,31/01/1976,35.1564
Northern Ireland,30/04/1976,36.9413
Northern Ireland,31/07/1976,38.7168
Northern Ireland,31/10/1976,40.2041
Northern Ireland,31/01/1977,41.6893
Northern Ireland,30/04/1977,43.5133
Northern Ireland,31/07/1977,44.9431
Northern Ireland,31/10/1977,45.7602
Northern Ireland,31/01/1978,48.4265
Northern Ireland,30/04/1978,51.4771
Northern Ireland,31/07/1978,56.2439
Northern Ireland,31/10/1978,57.6981
Northern Ireland,31/01/1979,59.9912
Northern Ireland,30/04/1979,62.5188
Northern Ireland,31/07/1979,65.2452
Northern Ireland,31/10/1979,68.1519
Northern Ireland,31/01/1980,71.6405
Northern Ireland,30/04/1980,71.304
Northern Ireland,31/07/1980,70.3216
Northern Ireland,31/10/1980,68.9997
Northern Ireland,31/01/1981,67.4713
Northern Ireland,30/04/1981,66.6437
Northern Ireland,31/07/1981,65.8179
Northern Ireland,31/10/1981,65.9461
Northern Ireland,31/01/1982,66.5942
Northern Ireland,30/04/1982,66.3019
Northern Ireland,31/07/1982,65.4152
Northern Ireland,31/10/1982,66.8105
Northern Ireland,31/01/1983,67.2699
Northern Ireland,30/04/1983,68.4369
Northern Ireland,31/07/1983,69.5529
Northern Ireland,31/10/1983,71.0391
Northern Ireland,31/01/1984,72.4464
Northern Ireland,30/04/1984,73.317
Northern Ireland,31/07/1984,74.7643
Northern Ireland,31/10/1984,77.0339
Northern Ireland,31/01/1985,79.2437
Northern Ireland,30/04/1985,77.7319
Northern Ireland,31/07/1985,80.3757
Northern Ireland,31/10/1985,81.0939
Northern Ireland,31/01/1986,80.4294
Northern Ireland,30/04/1986,81.645
Northern Ireland,31/07/1986,83.1151
Northern Ireland,31/10/1986,82.5124
Northern Ireland,31/01/1987,80.7574
Northern Ireland,30/04/1987,84.1598
Northern Ireland,31/07/1987,83.6852
Northern Ireland,31/10/1987,80.1621
Northern Ireland,31/01/1988,80.5513
Northern Ireland,30/04/1988,80.0792
Northern Ireland,31/07/1988,78.9388
Northern Ireland,31/10/1988,81.8193
Northern Ireland,31/01/1989,81.2429
Northern Ireland,30/04/1989,83.0386
Northern Ireland,31/07/1989,82.6452
Northern Ireland,31/10/1989,83.8949
Northern Ireland,31/01/1990,87.0894
Northern Ireland,30/04/1990,83.7516
Northern Ireland,31/07/1990,79.9427
Northern Ireland,31/10/1990,86.5265
Northern Ireland,31/01/1991,88.5557
Northern Ireland,30/04/1991,87.7451
Northern Ireland,31/07/1991,91.2018
Northern Ireland,31/10/1991,89.8521
Northern Ireland,31/01/1992,90.503
Northern Ireland,30/04/1992,92.4562
Northern Ireland,31/07/1992,95.4832
Northern Ireland,31/10/1992,98.0364
Northern Ireland,31/01/1993,101.2649
Northern Ireland,30/04/1993,103.7744
Northern Ireland,31/07/1993,104.7662
Northern Ireland,31/10/1993,104.3846
Northern Ireland,31/01/1994,111.7356
Northern Ireland,30/04/1994,106.02
Northern Ireland,31/07/1994,114.2138
Northern Ireland,31/10/1994,112.8001
Northern Ireland,31/01/1995,111.9195
Northern Ireland,30/04/1995,115.8391
Northern Ireland,31/07/1995,117.1992
Northern Ireland,31/10/1995,122.2563
Northern Ireland,31/01/1996,122.9327
Northern Ireland,30/04/1996,127.9161
Northern Ireland,31/07/1996,132.8901
Northern Ireland,31/10/1996,137.5888
Northern Ireland,31/01/1997,141.7094
Northern Ireland,30/04/1997,143.9026
Northern Ireland,31/07/1997,149.5769
Northern Ireland,31/10/1997,152.8179
Northern Ireland,31/01/1998,157.1503
Northern Ireland,30/04/1998,161.7598
Northern Ireland,31/07/1998,157.7889
Northern Ireland,31/10/1998,169.6663
Northern Ireland,31/01/1999,173.5125
Northern Ireland,30/04/1999,172.8122
Northern Ireland,31/07/1999,185.1728
Northern Ireland,31/10/1999,181.683
Northern Ireland,31/01/2000,191.6333
Northern Ireland,30/04/2000,200.0453
Northern Ireland,31/07/2000,201.2612
Northern Ireland,31/10/2000,209.2366
Northern Ireland,31/01/2001,213.0759
Northern Ireland,30/04/2001,216.5929
Northern Ireland,31/07/2001,220.2177
Northern Ireland,31/10/2001,215.9979
Northern Ireland,31/01/2002,222.8613
Northern Ireland,30/04/2002,234.6367
Northern Ireland,31/07/2002,238.7481
Northern Ireland,31/10/2002,249.1798
Northern Ireland,31/01/2003,254.3355
Northern Ireland,30/04/2003,256.8507
Northern Ireland,31/07/2003,267.4783
Northern Ireland,31/10/2003,273.3927
Northern Ireland,31/01/2004,285.9231
Northern Ireland,30/04/2004,294.4251
Northern Ireland,31/07/2004,309.5135
Northern Ireland,31/10/2004,321.221
Northern Ireland,31/01/2005,323.5176
Northern Ireland,30/04/2005,334.2503
Northern Ireland,31/07/2005,345.7326
Northern Ireland,31/10/2005,362.3039
Northern Ireland,31/01/2006,380.964
Northern Ireland,30/04/2006,417.7368
Northern Ireland,31/07/2006,461.8609
Northern Ireland,31/10/2006,521.3405
Northern Ireland,31/01/2007,600.6825
Northern Ireland,30/04/2007,643.7848
Northern Ireland,31/07/2007,658.3089
Northern Ireland,31/10/2007,647.7789
Northern Ireland,31/01/2008,579.9597
Northern Ireland,30/04/2008,524.4607
Northern Ireland,31/07/2008,461.0427
Northern Ireland,31/10/2008,426.6583
Northern Ireland,31/01/2009,407.8433
Northern Ireland,30/04/2009,388.6948
Northern Ireland,31/07/2009,423.1668
Northern Ireland,31/10/2009,399.282
Northern Ireland,31/01/2010,395.3922
Northern Ireland,30/04/2010,368.6119
Northern Ireland,31/07/2010,375.6895
Northern Ireland,31/10/2010,362.1274
Northern Ireland,31/01/2011,351.9859
Northern Ireland,30/04/2011,353.7035
Northern Ireland,31/07/2011,340.4408
Northern Ireland,31/10/2011,330.4995
Northern Ireland,31/01/2012,321.0095
Northern Ireland,30/04/2012,316.0815
Northern Ireland,31/07/2012,309.1979
Northern Ireland,31/10/2012,303.2755
Northern Ireland,31/01/2013,317.9889
Northern Ireland,30/04/2013,309.6008
Northern Ireland,31/07/2013,312.1803
Northern Ireland,31/10/2013,324.216
Northern Ireland,31/01/2014,335.3654
Northern Ireland,30/04/2014,335.4678
Northern Ireland,31/07/2014,344.3534
Northern Ireland,31/10/2014,350.2034
Northern Ireland,31/01/2015,354.3673
Northern Ireland,30/04/2015,362.9938
Northern Ireland,31/07/2015,366.3493
Northern Ireland,31/10/2015,372.8239
Northern Ireland,31/01/2016,360.5639
Northern Ireland,30/04/2016,369.1324
Northern Ireland,31/07/2016,374.8408
Northern Ireland,31/10/2016,375.8561
Northern Ireland,31/01/2017,373.5426
Northern Ireland,30/04/2017,383.603
Northern Ireland,31/07/2017,383.6128
Northern Ireland,31/10/2017,384.0443
Northern Ireland,31/01/2018,401.8276
Northern Ireland,30/04/2018,391.6893
Northern Ireland,31/07/2018,400.3659
Northern Ireland,31/10/2018,406.9027
Northern Ireland,31/01/2019,413.502
Northern Ireland,30/04/2019,412.6546
Northern Ireland,31/07/2019,414.2135
Northern Ireland,31/10/2019,411.3461
Northern Ireland,31/01/2020,415.3466
Northern Ireland,30/04/2020,413.1679
Outer Metropolitan,31/10/1973,18.5714
Outer Metropolitan,31/01/1974,18.7128
Outer Metropolitan,30/04/1974,18.7598
Outer Metropolitan,31/07/1974,18.8255
Outer Metropolitan,31/10/1974,18.9026
Outer Metropolitan,31/01/1975,19.2866
Outer Metropolitan,30/04/1975,19.7926
Outer Metropolitan,31/07/1975,20.3024
Outer Metropolitan,31/10/1975,20.9844
Outer Metropolitan,31/01/1976,21.3559
Outer Metropolitan,30/04/1976,21.7084
Outer Metropolitan,31/07/1976,22.0294
Outer Metropolitan,31/10/1976,22.4333
Outer Metropolitan,31/01/1977,22.7001
Outer Metropolitan,30/04/1977,22.9838
Outer Metropolitan,31/07/1977,23.2806
Outer Metropolitan,31/10/1977,23.6491
Outer Metropolitan,31/01/1978,25.0907
Outer Metropolitan,30/04/1978,26.7516
Outer Metropolitan,31/07/1978,29.9148
Outer Metropolitan,31/10/1978,32.3494
Outer Metropolitan,31/01/1979,33.9172
Outer Metropolitan,30/04/1979,36.0502
Outer Metropolitan,31/07/1979,38.3738
Outer Metropolitan,31/10/1979,41.4997
Outer Metropolitan,31/01/1980,43.3159
Outer Metropolitan,30/04/1980,43.9362
Outer Metropolitan,31/07/1980,44.1142
Outer Metropolitan,31/10/1980,43.9703
Outer Metropolitan,31/01/1981,44.7437
Outer Metropolitan,30/04/1981,44.9835
Outer Metropolitan,31/07/1981,45.2657
Outer Metropolitan,31/10/1981,45.2747
Outer Metropolitan,31/01/1982,45.5537
Outer Metropolitan,30/04/1982,46.4192
Outer Metropolitan,31/07/1982,47.6943
Outer Metropolitan,31/10/1982,49.409
Outer Metropolitan,31/01/1983,51.5905
Outer Metropolitan,30/04/1983,54.3245
Outer Metropolitan,31/07/1983,56.0719
Outer Metropolitan,31/10/1983,58.7153
Outer Metropolitan,31/01/1984,61.3427
Outer Metropolitan,30/04/1984,63.7372
Outer Metropolitan,31/07/1984,65.5051
Outer Metropolitan,31/10/1984,67.8823
Outer Metropolitan,31/01/1985,70.4717
Outer Metropolitan,30/04/1985,72.6162
Outer Metropolitan,31/07/1985,74.7576
Outer Metropolitan,31/10/1985,78.0047
Outer Metropolitan,31/01/1986,79.0015
Outer Metropolitan,30/04/1986,82.3008
Outer Metropolitan,31/07/1986,86.8947
Outer Metropolitan,31/10/1986,93.713
Outer Metropolitan,31/01/1987,101.1243
Outer Metropolitan,30/04/1987,106.6333
Outer Metropolitan,31/07/1987,111.8171
Outer Metropolitan,31/10/1987,114.1138
Outer Metropolitan,31/01/1988,118.8381
Outer Metropolitan,30/04/1988,124.5145
Outer Metropolitan,31/07/1988,133.8959
Outer Metropolitan,31/10/1988,139.9359
Outer Metropolitan,31/01/1989,143.4005
Outer Metropolitan,30/04/1989,143.4846
Outer Metropolitan,31/07/1989,138.4605
Outer Metropolitan,31/10/1989,134.6165
Outer Metropolitan,31/01/1990,126.3191
Outer Metropolitan,30/04/1990,120.7479
Outer Metropolitan,31/07/1990,116.9652
Outer Metropolitan,31/10/1990,113.1709
Outer Metropolitan,31/01/1991,113.6169
Outer Metropolitan,30/04/1991,113.8829
Outer Metropolitan,31/07/1991,113.2115
Outer Metropolitan,31/10/1991,111.6943
Outer Metropolitan,31/01/1992,108.0692
Outer Metropolitan,30/04/1992,106.1004
Outer Metropolitan,31/07/1992,103.4676
Outer Metropolitan,31/10/1992,100.5521
Outer Metropolitan,31/01/1993,101.0445
Outer Metropolitan,30/04/1993,101.2762
Outer Metropolitan,31/07/1993,101.4163
Outer Metropolitan,31/10/1993,104.7966
Outer Metropolitan,31/01/1994,103.9749
Outer Metropolitan,30/04/1994,105.9835
Outer Metropolitan,31/07/1994,105.2661
Outer Metropolitan,31/10/1994,105.4148
Outer Metropolitan,31/01/1995,104.5194
Outer Metropolitan,30/04/1995,102.0459
Outer Metropolitan,31/07/1995,102.0159
Outer Metropolitan,31/10/1995,101.4597
Outer Metropolitan,31/01/1996,102.8368
Outer Metropolitan,30/04/1996,104.2433
Outer Metropolitan,31/07/1996,107.5725
Outer Metropolitan,31/10/1996,111.8327
Outer Metropolitan,31/01/1997,115.352
Outer Metropolitan,30/04/1997,121.2299
Outer Metropolitan,31/07/1997,128.1325
Outer Metropolitan,31/10/1997,134.0115
Outer Metropolitan,31/01/1998,139.5522
Outer Metropolitan,30/04/1998,143.0457
Outer Metropolitan,31/07/1998,146.6879
Outer Metropolitan,31/10/1998,149.4277
Outer Metropolitan,31/01/1999,151.422
Outer Metropolitan,30/04/1999,155.5418
Outer Metropolitan,31/07/1999,162.0842
Outer Metropolitan,31/10/1999,172.4367
Outer Metropolitan,31/01/2000,184.3341
Outer Metropolitan,30/04/2000,190.0032
Outer Metropolitan,31/07/2000,192.6837
Outer Metropolitan,31/10/2000,195.3992
Outer Metropolitan,31/01/2001,198.1884
Outer Metropolitan,30/04/2001,209.0291
Outer Metropolitan,31/07/2001,213.6664
Outer Metropolitan,31/10/2001,218.214
Outer Metropolitan,31/01/2002,224.8947
Outer Metropolitan,30/04/2002,238.7014
Outer Metropolitan,31/07/2002,253.6371
Outer Metropolitan,31/10/2002,274.67
Outer Metropolitan,31/01/2003,278.2064
Outer Metropolitan,30/04/2003,281.0291
Outer Metropolitan,31/07/2003,285.6723
Outer Metropolitan,31/10/2003,291.3423
Outer Metropolitan,31/01/2004,300.3314
Outer Metropolitan,30/04/2004,307.2542
Outer Metropolitan,31/07/2004,314.8011
Outer Metropolitan,31/10/2004,314.7718
Outer Metropolitan,31/01/2005,314.6993
Outer Metropolitan,30/04/2005,317.5951
Outer Metropolitan,31/07/2005,316.2175
Outer Metropolitan,31/10/2005,317.6935
Outer Metropolitan,31/01/2006,323.6445
Outer Metropolitan,30/04/2006,328.0125
Outer Metropolitan,31/07/2006,334.545
Outer Metropolitan,31/10/2006,345.7743
Outer Metropolitan,31/01/2007,356.7096
Outer Metropolitan,30/04/2007,362.8965
Outer Metropolitan,31/07/2007,371.1952
Outer Metropolitan,31/10/2007,375.0972
Outer Metropolitan,31/01/2008,370.2093
Outer Metropolitan,30/04/2008,355.8108
Outer Metropolitan,31/07/2008,332.4195
Outer Metropolitan,31/10/2008,315.6435
Outer Metropolitan,31/01/2009,306.2377
Outer Metropolitan,30/04/2009,311.2452
Outer Metropolitan,31/07/2009,325.1175
Outer Metropolitan,31/10/2009,335.9505
Outer Metropolitan,31/01/2010,343.9782
Outer Metropolitan,30/04/2010,351.4807
Outer Metropolitan,31/07/2010,352.4506
Outer Metropolitan,31/10/2010,345.2114
Outer Metropolitan,31/01/2011,353.157
Outer Metropolitan,30/04/2011,350.6716
Outer Metropolitan,31/07/2011,357.0134
Outer Metropolitan,31/10/2011,357.6989
Outer Metropolitan,31/01/2012,356.0994
Outer Metropolitan,30/04/2012,357.3456
Outer Metropolitan,31/07/2012,354.0518
Outer Metropolitan,31/10/2012,356.9495
Outer Metropolitan,31/01/2013,361.0713
Outer Metropolitan,30/04/2013,364.3621
Outer Metropolitan,31/07/2013,374.2187
Outer Metropolitan,31/10/2013,387.7377
Outer Metropolitan,31/01/2014,398.4571
Outer Metropolitan,30/04/2014,424.3908
Outer Metropolitan,31/07/2014,428.2273
Outer Metropolitan,31/10/2014,436.9936
Outer Metropolitan,31/01/2015,445.8223
Outer Metropolitan,30/04/2015,453.3136
Outer Metropolitan,31/07/2015,468.8836
Outer Metropolitan,31/10/2015,484.9251
Outer Metropolitan,31/01/2016,499.724
Outer Metropolitan,30/04/2016,509.8031
Outer Metropolitan,31/07/2016,513.796
Outer Metropolitan,31/10/2016,518.218
Outer Metropolitan,31/01/2017,517.5829
Outer Metropolitan,30/04/2017,520.5762
Outer Metropolitan,31/07/2017,524.5502
Outer Metropolitan,31/10/2017,524.4952
Outer Metropolitan,31/01/2018,526.853
Outer Metropolitan,30/04/2018,525.0836
Outer Metropolitan,31/07/2018,522.7806
Outer Metropolitan,31/10/2018,517.2119
Outer Metropolitan,31/01/2019,516.2548
Outer Metropolitan,30/04/2019,515.3846
Outer Metropolitan,31/07/2019,515.0271
Outer Metropolitan,31/10/2019,518.8875
Outer Metropolitan,31/01/2020,520.5948
Outer Metropolitan,30/04/2020,523.5005
Outer South East,31/10/1973,20.0664
Outer South East,31/01/1974,20.2269
Outer South East,30/04/1974,20.0274
Outer South East,31/07/1974,20.1718
Outer South East,31/10/1974,20.2963
Outer South East,31/01/1975,20.464
Outer South East,30/04/1975,21.0284
Outer South East,31/07/1975,21.2329
Outer South East,31/10/1975,21.7332
Outer South East,31/01/1976,22.1216
Outer South East,30/04/1976,22.3639
Outer South East,31/07/1976,22.6329
Outer South East,31/10/1976,22.8847
Outer South East,31/01/1977,23.2392
Outer South East,30/04/1977,23.6878
Outer South East,31/07/1977,24.0393
Outer South East,31/10/1977,24.7104
Outer South East,31/01/1978,25.8769
Outer South East,30/04/1978,27.228
Outer South East,31/07/1978,29.9117
Outer South East,31/10/1978,32.1969
Outer South East,31/01/1979,34.3908
Outer South East,30/04/1979,36.9213
Outer South East,31/07/1979,40.1066
Outer South East,31/10/1979,43.9769
Outer South East,31/01/1980,45.6396
Outer South East,30/04/1980,46.4282
Outer South East,31/07/1980,46.9457
Outer South East,31/10/1980,46.6536
Outer South East,31/01/1981,47.1609
Outer South East,30/04/1981,47.7312
Outer South East,31/07/1981,47.8373
Outer South East,31/10/1981,47.8121
Outer South East,31/01/1982,47.6518
Outer South East,30/04/1982,48.7875
Outer South East,31/07/1982,49.5338
Outer South East,31/10/1982,51.3865
Outer South East,31/01/1983,53.9285
Outer South East,30/04/1983,56.1048
Outer South East,31/07/1983,58.5031
Outer South East,31/10/1983,60.1925
Outer South East,31/01/1984,63.1945
Outer South East,30/04/1984,65.3221
Outer South East,31/07/1984,66.9364
Outer South East,31/10/1984,70.0058
Outer South East,31/01/1985,72.1512
Outer South East,30/04/1985,73.9081
Outer South East,31/07/1985,75.6391
Outer South East,31/10/1985,78.2339
Outer South East,31/01/1986,80.4815
Outer South East,30/04/1986,83.0461
Outer South East,31/07/1986,87.0456
Outer South East,31/10/1986,92.2611
Outer South East,31/01/1987,97.4247
Outer South East,30/04/1987,102.705
Outer South East,31/07/1987,109.3248
Outer South East,31/10/1987,111.8184
Outer South East,31/01/1988,119.7517
Outer South East,30/04/1988,128.7431
Outer South East,31/07/1988,143.9328
Outer South East,31/10/1988,150.9741
Outer South East,31/01/1989,153.3793
Outer South East,30/04/1989,152.2488
Outer South East,31/07/1989,147.3861
Outer South East,31/10/1989,141.0196
Outer South East,31/01/1990,134.5432
Outer South East,30/04/1990,128.1216
Outer South East,31/07/1990,121.5214
Outer South East,31/10/1990,118.018
Outer South East,31/01/1991,117.0244
Outer South East,30/04/1991,116.3781
Outer South East,31/07/1991,114.9564
Outer South East,31/10/1991,113.1452
Outer South East,31/01/1992,108.6348
Outer South East,30/04/1992,106.7517
Outer South East,31/07/1992,104.351
Outer South East,31/10/1992,100.015
Outer South East,31/01/1993,101.1485
Outer South East,30/04/1993,98.9292
Outer South East,31/07/1993,101.8359
Outer South East,31/10/1993,102.1894
Outer South East,31/01/1994,103.9012
Outer South East,30/04/1994,104.5718
Outer South East,31/07/1994,104.0935
Outer South East,31/10/1994,106.5388
Outer South East,31/01/1995,104.4019
Outer South East,30/04/1995,108.6734
Outer South East,31/07/1995,107.7719
Outer South East,31/10/1995,107.5531
Outer South East,31/01/1996,110.9578
Outer South East,30/04/1996,113.2299
Outer South East,31/07/1996,115.0881
Outer South East,31/10/1996,118.994
Outer South East,31/01/1997,120.3782
Outer South East,30/04/1997,124.3016
Outer South East,31/07/1997,129.4811
Outer South East,31/10/1997,131.748
Outer South East,31/01/1998,135.3924
Outer South East,30/04/1998,137.8741
Outer South East,31/07/1998,139.5179
Outer South East,31/10/1998,143.1352
Outer South East,31/01/1999,145.8685
Outer South East,30/04/1999,147.2273
Outer South East,31/07/1999,156.2222
Outer South East,31/10/1999,165.6339
Outer South East,31/01/2000,176.1939
Outer South East,30/04/2000,183.2138
Outer South East,31/07/2000,185.2072
Outer South East,31/10/2000,187.5142
Outer South East,31/01/2001,192.1307
Outer South East,30/04/2001,199.4108
Outer South East,31/07/2001,209.5854
Outer South East,31/10/2001,216.8829
Outer South East,31/01/2002,221.4746
Outer South East,30/04/2002,240.0611
Outer South East,31/07/2002,259.2912
Outer South East,31/10/2002,277.4671
Outer South East,31/01/2003,289.3962
Outer South East,30/04/2003,293.4058
Outer South East,31/07/2003,297.7846
Outer South East,31/10/2003,306.37
Outer South East,31/01/2004,318.884
Outer South East,30/04/2004,330.0381
Outer South East,31/07/2004,340.3981
Outer South East,31/10/2004,338.4204
Outer South East,31/01/2005,335.9407
Outer South East,30/04/2005,338.0552
Outer South East,31/07/2005,339.9475
Outer South East,31/10/2005,342.3308
Outer South East,31/01/2006,347.7654
Outer South East,30/04/2006,351.5532
Outer South East,31/07/2006,357.3419
Outer South East,31/10/2006,368.8532
Outer South East,31/01/2007,379.057
Outer South East,30/04/2007,387.7544
Outer South East,31/07/2007,393.1345
Outer South East,31/10/2007,395.5544
Outer South East,31/01/2008,392.1688
Outer South East,30/04/2008,371.9788
Outer South East,31/07/2008,349.8353
Outer South East,31/10/2008,334.6266
Outer South East,31/01/2009,320.5353
Outer South East,30/04/2009,330.4809
Outer South East,31/07/2009,343.5743
Outer South East,31/10/2009,353.0341
Outer South East,31/01/2010,362.264
Outer South East,30/04/2010,367.4649
Outer South East,31/07/2010,367.5145
Outer South East,31/10/2010,360.0848
Outer South East,31/01/2011,358.5149
Outer South East,30/04/2011,362.3834
Outer South East,31/07/2011,361.8058
Outer South East,31/10/2011,365.7097
Outer South East,31/01/2012,364.9939
Outer South East,30/04/2012,360.8201
Outer South East,31/07/2012,364.9795
Outer South East,31/10/2012,364.9268
Outer South East,31/01/2013,367.6666
Outer South East,30/04/2013,368.1153
Outer South East,31/07/2013,377.8344
Outer South East,31/10/2013,392.1982
Outer South East,31/01/2014,404.266
Outer South East,30/04/2014,419.5855
Outer South East,31/07/2014,428.0894
Outer South East,31/10/2014,433.5922
Outer South East,31/01/2015,437.7345
Outer South East,30/04/2015,444.4399
Outer South East,31/07/2015,452.09
Outer South East,31/10/2015,462.7474
Outer South East,31/01/2016,473.6198
Outer South East,30/04/2016,483.5776
Outer South East,31/07/2016,488.7205
Outer South East,31/10/2016,494.9518
Outer South East,31/01/2017,503.3194
Outer South East,30/04/2017,500.4402
Outer South East,31/07/2017,507.8659
Outer South East,31/10/2017,510.6625
Outer South East,31/01/2018,512.983
Outer South East,30/04/2018,513.3958
Outer South East,31/07/2018,512.163
Outer South East,31/10/2018,511.0286
Outer South East,31/01/2019,506.7381
Outer South East,30/04/2019,505.3691
Outer South East,31/07/2019,509.0682
Outer South East,31/10/2019,505.9178
Outer South East,31/01/2020,515.2065
Outer South East,30/04/2020,515.9523
Scotland,31/10/1973,17.102
Scotland,31/01/1974,17.3715
Scotland,30/04/1974,17.5117
Scotland,31/07/1974,18.0534
Scotland,31/10/1974,18.5139
Scotland,31/01/1975,19.021
Scotland,30/04/1975,20.1331
Scotland,31/07/1975,21.0537
Scotland,31/10/1975,22.3742
Scotland,31/01/1976,23.6296
Scotland,30/04/1976,24.5057
Scotland,31/07/1976,25.0423
Scotland,31/10/1976,25.7815
Scotland,31/01/1977,26.1143
Scotland,30/04/1977,26.6839
Scotland,31/07/1977,27.2866
Scotland,31/10/1977,27.5197
Scotland,31/01/1978,28.7951
Scotland,30/04/1978,29.8174
Scotland,31/07/1978,31.4831
Scotland,31/10/1978,32.8863
Scotland,31/01/1979,34.5585
Scotland,30/04/1979,35.8921
Scotland,31/07/1979,37.6015
Scotland,31/10/1979,41.2488
Scotland,31/01/1980,41.1333
Scotland,30/04/1980,42.1056
Scotland,31/07/1980,42.4567
Scotland,31/10/1980,43.3143
Scotland,31/01/1981,43.9224
Scotland,30/04/1981,45.0812
Scotland,31/07/1981,45.6502
Scotland,31/10/1981,45.9609
Scotland,31/01/1982,46.7059
Scotland,30/04/1982,47.7437
Scotland,31/07/1982,47.6226
Scotland,31/10/1982,48.7654
Scotland,31/01/1983,50.5336
Scotland,30/04/1983,52.0283
Scotland,31/07/1983,53.6873
Scotland,31/10/1983,54.9061
Scotland,31/01/1984,56.2259
Scotland,30/04/1984,57.8635
Scotland,31/07/1984,58.6625
Scotland,31/10/1984,61.291
Scotland,31/01/1985,62.8932
Scotland,30/04/1985,63.2566
Scotland,31/07/1985,63.6238
Scotland,31/10/1985,64.3805
Scotland,31/01/1986,64.7474
Scotland,30/04/1986,65.6612
Scotland,31/07/1986,66.0629
Scotland,31/10/1986,66.8006
Scotland,31/01/1987,68.5793
Scotland,30/04/1987,67.9598
Scotland,31/07/1987,67.7931
Scotland,31/10/1987,67.1805
Scotland,31/01/1988,66.4238
Scotland,30/04/1988,67.3565
Scotland,31/07/1988,69.5629
Scotland,31/10/1988,73.3221
Scotland,31/01/1989,77.7084
Scotland,30/04/1989,83.5484
Scotland,31/07/1989,88.6676
Scotland,31/10/1989,92.8403
Scotland,31/01/1990,87.2952
Scotland,30/04/1990,88.3871
Scotland,31/07/1990,90.1919
Scotland,31/10/1990,89.3671
Scotland,31/01/1991,91.4275
Scotland,30/04/1991,92.2803
Scotland,31/07/1991,93.0136
Scotland,31/10/1991,95.5118
Scotland,31/01/1992,95.7229
Scotland,30/04/1992,99.0096
Scotland,31/07/1992,96.5957
Scotland,31/10/1992,97.1626
Scotland,31/01/1993,100.51
Scotland,30/04/1993,99.1718
Scotland,31/07/1993,98.8325
Scotland,31/10/1993,99.6804
Scotland,31/01/1994,99.3192
Scotland,30/04/1994,101.4167
Scotland,31/07/1994,105.1641
Scotland,31/10/1994,99.8493
Scotland,31/01/1995,101.6176
